Material Number,Manufacturer Name,Manufacturer Article Number,Type Code,Short Text,Plant,Storage Location,Storage Bin,Technical Drawing Number,Technical Parameters,Remark 1,GTIN,SPARETECH ID,eClass [10.1],Storage Location,MRP Type_VB_ND,Purchasing Group,Valuation Class,Order Quantity_HB_FX,Fixed Order Quantity,Minimum Stock,Current Inventory Level,Maximum Quantity,Reorder Level,Base Unit of Measure,Purchase Order Text,Supplier Name,Supplier Article Number,Time Of Delivery,Price,MRP Type,Purchasing Value Key,Quantity Functional Location,Technical Location,Quantity Technical Location,Equipment,Quantity Equipment,Purchased Part/In-House Production,Language,Remark 2,New Creation ID
ERSA002435,Festo,9999,PAL-5-1/4-6,,Tokyo,0020-PF90,606031,,,,,,,0020-EF50,VB,C875,,FX,2,,,3,1,PC, 9999 Festo,,,,0,ZA,,,2106,3,15796,4,Purchased Part,EN,,
ERSA002436,Festo,MFH-3-1/2S                                                                                          ,Solenoid valve,directional valves,Buenoes Aires,0020-PL15|0020-EF50|0020-PF90,606019,,,,,,,0020-PF90,VB,C875,,FX,1,,,4,1,PC,directional valves MFH-3-1/2S                                                                                           Festo,,,,0,ZA,,,1035,1,45863,8,Purchased Part,EN,,
ERSA002437,Siemens AG,1LA6317-4AA70Z315L                                                                                  ,,three-phase motor,Tokyo,0020-PL15|0020-EF50,606020,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,3,,,5,1,PC,three-phase motor 1LA6317-4AA70Z315L                                                                                   Siemens AG,,,,1583.89,ZA,,,1292,2,48576,11,Purchased Part,EN,,
ERSA002438,Festo,LR-3/8-D-7-O-MINI                                                                                   ,Pressure control valve,,Mexico City,0020-EF50|0020-PF90,,,,,,,,0020-PL15|0020-EF50,VB,C875,,HB,1,,,4,1,PC, LR-3/8-D-7-O-MINI                                                                                    Festo,,,,0,ZA,,,4040,3,15579,7,Purchased Part,EN,,
ERSA002439,Festo,9999,SMB-1,,Buenoes Aires,0020-PL15,,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,2,,,5,1,PC, 9999 Festo,,,,0,ZA,,,3336,1,45578,1,Purchased Part,EN,,
ERSA002440,Festo,DNU-63-125-PPV-A                                                                                    ,Pneu. Cylinder D63/Stroke125,Pneumatic cylinder,Toronto,0020-EF50,0012L02007,,,,,,,0020-PL15,VB,C875,,FX,1,,,2,1,PC,Pneumatic cylinder DNU-63-125-PPV-A                                                                                     Festo,,,,0,ZA,,,2284,1,36598,3,Purchased Part,EN,,
ERSA002441,Festo,159420,Connector,,Stuttgart,0020-PF90,0012L02043,,,,,,,0020-EF50,VB,C875,,HB,3,,,5,1,PC, 159420 Festo,,,,0,ZA,,,1685,2,12678,8,Purchased Part,EN,,
ERSA002442,Festo,9999,W-3-1/4,,Buenoes Aires,0020-PL15|0020-EF50|0020-PF90,0012L02007,,,,,,,0020-PF90,VB,C875,,HB,2,,,3,1,PC, 9999 Festo,,,,0,ZA,,,3712,3,12576,9,Purchased Part,EN,,
ERSA002443,Festo,4861,solenoid valve MC-5/4-1/2,,Mexico City,0020-PL15|0020-EF50,0012L02007,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,2,,,3,1,PC, 4861 Festo,,,,0,ZA,,,3372,1,257968,4,Purchased Part,EN,,
ERSA002444,Siemens AG,3VF1231-1DD11-0AA0                                                                                  ,,Motor protection switch,Stuttgart,0020-EF50|0020-PF90,0012L02013,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,1,,,5,1,PC,Motor protection switch 3VF1231-1DD11-0AA0                                                                                   Siemens AG,,,,0,ZA,,,1708,2,12546,1,Purchased Part,EN,,
ERSA002445,Festo,243394,JOINT CARRE POUR VERIN,,Mexico City,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,C875,,HB,2,,,3,1,PC, 243394 Festo,,,,0,ZA,,,3295,3,478562,1,Purchased Part,EN,,
ERSA002446,Siemens AG,1LA50834AA23                                                                                        ,,Three-phase motor,Buenoes Aires,0020-EF50,0012L01014,,,,,,,0020-PL15,VB,C875,,FX,2,,,0,1,PC,Three-phase motor 1LA50834AA23                                                                                         Siemens AG,,,,2750.94,ZA,,,1747,1,7854|7858|66986,2 I 0 I 2,Purchased Part,EN,,
ERSA002447,Festo,6058,bearing pedestal,,Chicago,0020-PF90,0012L01014,,,,,,,0020-EF50,VB,C875,,FX,1,,,1,1,PC, 6058 Festo,,,,0,ZA,,,4753,2,867936,2,Purchased Part,EN,,
ERSA002448,Siemens AG,1PH7133-2MG02-0BK0                                                                                  ,,Three-phase motor,Chicago,0020-PL15|0020-EF50|0020-PF90,0012L02028,,,,,,,0020-PF90,VB,C875,,HB,3,,,1,1,PC,Three-phase motor 1PH7133-2MG02-0BK0                                                                                   Siemens AG,,,,0,ZA,,,1334,3,6589|7854,2 I 0,Purchased Part,EN,,
ERSA002449,Festo,546256,Electrovanne - 546256,,Toronto,0020-PL15|0020-EF50,0012L02008,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,2,,,2,1,PC, 546256 Festo,,,,0,ZA,,,2082,1,458796|785625,2 I 4,Purchased Part,EN,,
ERSA002450,Siemens AG,1LA7163-4AA60-Z                                                                                     ,,Three-phase motor,Stuttgart,0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,2,,,3,1,PC,Three-phase motor 1LA7163-4AA60-Z                                                                                      Siemens AG,,,,0,ZA,,,1515,2,48568 | 55879,3 I 4,Purchased Part,EN,,
ERSA002451,Festo,HEL-D-MIDI                                                                                          ,Pressure build-up valve,directional valves,Toronto,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,2,,,5,1,PC,directional valves HEL-D-MIDI                                                                                           Festo,,,,0,ZA,,,2645,3,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA002452,Festo,LR-1/8-D-7-MINI                                                                                     ,Pressure regulating valve,,Cape Town,0020-EF50,B450,,,,,,,0020-PL15,VB,C875,,FX,2,,,5,1,PC, LR-1/8-D-7-MINI                                                                                      Festo,,,,0,ZA,,,4199,1,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA002453,Festo,174405,clevis,,Chicago,0020-PF90,Z356,,,,,,,0020-EF50,VB,C875,,FX,2,,,5,1,PC, 174405 Festo,,,,0,ZA,,,2272,2,56588,8,Purchased Part,EN,,
ERSA002454,Festo,DNC-100-200-PPV-A                                                                                   ,Pneumatic cylinder,,Mexico City,0020-PL15|0020-EF50|0020-PF90,G690,,,,,,,0020-PF90,VB,C875,,FX,3,,,0,1,PC, DNC-100-200-PPV-A                                                                                    Festo,,,,0,ZA,,,3701,3,78836,6,Purchased Part,EN,,
ERSA002455,Siemens AG,1FT6108-8AC71-1AA0                                                                                  ,,servomotor,Mexico City,0020-PL15|0020-EF50,F340,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,1,,,4,1,PC,servomotor 1FT6108-8AC71-1AA0                                                                                   Siemens AG,,,,1909.77,ZA,,,2569,1,55885,3,Purchased Part,EN,,
ERSA002456,Siemens AG,3RV1021-0EA10                                                                                       ,,motor protection switch,Chicago,0020-EF50|0020-PF90,L900,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,3,,,0,1,PC,motor protection switch 3RV1021-0EA10                                                                                        Siemens AG,,,,0,ZA,,,4486,2,77557,3,Purchased Part,EN,,
ERSA002457,Festo,9999,DSNU-20-20-PPVA,,Cape Town,0020-PL15,D470,,,,,,,0020-EF50|0020-PF90,VB,C875,,HB,2,,,3,1,PC, 9999 Festo,,,,0,ZA,,,2418,3,15986,3,Purchased Part,EN,,
ERSA002458,Siemens AG,3RV1031-4DA10                                                                                       ,,motor protection switch,Tokyo,0020-EF50,H230,,,,,,,0020-PL15,VB,C875,,FX,1,,,0,1,PC,motor protection switch 3RV1031-4DA10                                                                                        Siemens AG,,,,1426.54,ZA,,,4671,1,15796,1,Purchased Part,EN,,
ERSA002459,Festo,VSNC-FC-M52-MD-G14-F8                                                                               ,Solenoid valve,Directional valves,Toronto,0020-PF90,A168,,,,,,,0020-EF50,VB,C875,,HB,2,,,4,1,PC,Directional valves VSNC-FC-M52-MD-G14-F8                                                                                Festo,,,,170.4,ZA,,,2474,2,45863,1,Purchased Part,EN,,
ERSA002460,Siemens AG,1LE1001-0CB32-2FA4                                                                                  ,,three-phase motor,Chicago,0020-PL15|0020-EF50|0020-PF90,C560,,,,,,,0020-PF90,VB,C875,,FX,1,,,2,1,PC,three-phase motor 1LE1001-0CB32-2FA4                                                                                   Siemens AG,,,,1426.54,ZA,,,1834,3,48576,2,Purchased Part,EN,,
ERSA002461,Festo,SE-1/4-B                                                                                            ,Quick exhaust valve,,Toronto,0020-PL15|0020-EF50,E440,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,3,,,1,1,PC, SE-1/4-B                                                                                             Festo,,,,0,ZA,,,3362,1,15579,2,Purchased Part,EN,,
ERSA002462,Festo,576103,Stopper cylinder,,Cape Town,0020-EF50|0020-PF90,K780,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,2,,,3,1,PC, 576103 Festo,,,,0,ZA,,,2291,2,45578,2,Purchased Part,EN,,
ERSA002463,Festo,FENG-40-450/NR.247461                                                                               ,Cylinder bearing - guide cylinder,,Tokyo,0020-PL15,606028,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,3,,,4,1,PC, FENG-40-450/NR.247461                                                                                Festo,,,,0,ZA,,,3749,3,36598,4,Purchased Part,EN,,
ERSA002464,Festo,170858,Guide Cylinder,pneumatic cylinders,Buenoes Aires,0020-EF50,606029,,,,,,,0020-PL15,VB,C875,,FX,3,,,3,1,PC,pneumatic cylinders 170858 Festo,,,,0,ZA,,,1897,1,12678,6,Purchased Part,EN,,
ERSA002465,Festo,CPX-2AA-U-I                                                                                         ,Analog module,,Cape Town,0020-PF90,606030,,,,,,,0020-EF50,VB,C875,,FX,2,,,3,1,PC, CPX-2AA-U-I                                                                                          Festo,,,,0,ZA,,,2838,2,12576,8,Purchased Part,EN,,
ERSA002466,Festo,174383,Swivel flange,,Stuttgart,0020-PL15|0020-EF50|0020-PF90,606031,,,,,,,0020-PF90,VB,C875,,FX,3,,,2,1,PC, 174383 Festo,,,,0,ZA,,,2279,3,257968,2,Purchased Part,EN,,
ERSA002467,Festo,MFH-5-1/4-L-B                                                                                       ,Solenoid valve,Directional valves,Cape Town,0020-PL15|0020-EF50,606019,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,1,,,3,1,PC,Directional valves MFH-5-1/4-L-B                                                                                        Festo,,,,-,ZA,,,3034,1,12546,3,Purchased Part,EN,,
ERSA002468,Festo,MFH-5-3/8B                                                                                          ,Solenoid valve,directional valves,Buenoes Aires,0020-EF50|0020-PF90,606020,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,3,,,0,1,PC,directional valves MFH-5-3/8B                                                                                           Festo,,,,0,ZA,,,4076,2,478562,10,Purchased Part,EN,,
ERSA002469,Festo,HS-4/3-1/2B                                                                                         ,Control spool,,Tokyo,0020-PL15,,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,2,,,0,1,PC, HS-4/3-1/2B                                                                                          Festo,,,,0,ZA,,,3281,3,7854|7858|66986,2 I 0 I 2,Purchased Part,EN,,
ERSA002470,Siemens AG,1PH8131-1DF12-1GA1                                                                                  ,,servo motor,Chicago,0020-EF50,,,,,,,,0020-PL15,VB,C875,,HB,1,,,2,1,PC,servo motor 1PH8131-1DF12-1GA1                                                                                   Siemens AG,,,,0,ZA,,,3383,1,867936,3,Purchased Part,EN,,
ERSA002471,Festo,9999,DGS-16-340-P,,Chicago,0020-PF90,,,,,,,,0020-EF50,VB,C875,,HB,3,,,3,1,PC, 9999 Festo,,,,0,ZA,,,3312,2,6589|7854,5 I 1,Purchased Part,EN,,
ERSA002472,Siemens AG,1GG6162-0JG40-6W5-Z                                                                                 ,,direct current motor,Mexico City,0020-PL15|0020-EF50|0020-PF90,,,,,,,,0020-PF90,VB,C875,,FX,2,,,3,1,PC,direct current motor 1GG6162-0JG40-6W5-Z                                                                                  Siemens AG,,,,0,ZA,,,1275,3,458796|785625,4 I 7,Purchased Part,EN,,
ERSA002473,Festo,DGS-25-15-PPV                                                                                       ,Standard cylinder,pneumatic cylinders,Cape Town,0020-PL15|0020-EF50,,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,2,,,2,1,PC,pneumatic cylinders DGS-25-15-PPV                                                                                        Festo,,,,165.78,ZA,,,1690,1,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA002474,Siemens AG,1FT6084-1AF71-1EH1                                                                                  ,,SIE servo motor,Tokyo,0020-EF50|0020-PF90,,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,2,,,5,1,PC,SIE servo motor 1FT6084-1AF71-1EH1                                                                                   Siemens AG,,,,0,ZA,,,1148,2,48568 | 55879,4 I 7,Purchased Part,EN,,
ERSA002475,Festo,9999,DNC-50-80-PPV-A,,Stuttgart,0020-PL15,,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,2,,,5,1,PC, 9999 Festo,,,,0,ZA,,,1505,3,48568 | 55879,5 I 1,Purchased Part,EN,,
ERSA002476,Festo,DC-70-560-PPV                                                                                       ,Standard cylinder,Pneumatic cylinder,Buenoes Aires,0020-EF50,,,,,,,,0020-PL15,VB,C875,,HB,1,,,4,1,PC,Pneumatic cylinder DC-70-560-PPV                                                                                        Festo,,,,0,ZA,,,3047,1,56588,8,Purchased Part,EN,,
ERSA002477,Festo,SLM-32-200-KF-A-G-S-CV-CH-PV-PH-HV-HH-E-6l                                                          ,Linear unit,Linear guides,Toronto,0020-PF90,,,,,,,,0020-EF50,VB,C875,,FX,1,,,1,1,PC,Linear guides SLM-32-200-KF-A-G-S-CV-CH-PV-PH-HV-HH-E-6l                                                           Festo,,,,0,ZA,,,2233,2,78836,9,Purchased Part,EN,,
ERSA002478,Siemens AG,1PH7186-2HE000FB3                                                                                   ,,Three-phase motor,Buenoes Aires,0020-PL15|0020-EF50|0020-PF90,,,,,,,,0020-PF90,VB,C875,,FX,1,,,2,1,PC,Three-phase motor 1PH7186-2HE000FB3                                                                                    Siemens AG,,,,1349.03,ZA,,,2186,3,55885,4,Purchased Part,EN,,
ERSA002479,Festo,9999,VABF-S6-10-P1AG,,Toronto,0020-PL15|0020-EF50,,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,FX,1,,,3,1,PC, 9999 Festo,,,,0,ZA,,,1410,1,77557,5,Purchased Part,EN,,
ERSA002480,Siemens AG,1PH72242HU000FB3                                                                                    ,,Main spindle motor,Mexico City,0020-EF50|0020-PF90,,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,3,,,2,1,PC,Main spindle motor 1PH72242HU000FB3                                                                                     Siemens AG,,,,0,ZA,,,1939,2,15986,2,Purchased Part,EN,,
ERSA002481,Festo,DPZ-16-100-P-A                                                                                      ,Standard cylinder,Pneumatic cylinder,Stuttgart,0020-PL15,,,,,,,,0020-EF50|0020-PF90,VB,C875,,HB,1,,,0,1,PC,Pneumatic cylinder DPZ-16-100-P-A                                                                                       Festo,,,,179.84,ZA,,,4316,3,15796,4,Purchased Part,EN,,
ERSA002482,Festo,574334,Proximity switch,,Toronto,0020-EF50,0012L02007,,,,,,,0020-PL15,VB,C875,,HB,1,,,0,1,PC, 574334 Festo,,,,0,ZA,,,4462,1,45863,4,Purchased Part,EN,,
ERSA002483,Festo,2537458,Pneu. Cylinder D200/Stroke320,,Toronto,0020-PF90,0012L02043,,,,,,,0020-EF50,VB,C875,,FX,3,,,2,1,PC, 2537458 Festo,,,,0,ZA,,,1430,2,48576,1,Purchased Part,EN,,
ERSA002484,Festo,DYSR-20-25-Y5                                                                                       ,Shock absorber,Accessories pneumatic elements,Toronto,0020-PL15|0020-EF50|0020-PF90,0012L02007,,,,,,,0020-PF90,VB,C875,,FX,1,,,5,1,PC,Accessories pneumatic elements DYSR-20-25-Y5                                                                                        Festo,,,,0,ZA,,,4608,3,15579,1,Purchased Part,EN,,
ERSA002485,Siemens AG,1PH7133-2JF00-0BB3                                                                                  ,,Drive motor feed roller,Buenoes Aires,0020-PL15|0020-EF50,0012L02007,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,C875,,HB,2,,,2,1,PC,Drive motor feed roller 1PH7133-2JF00-0BB3                                                                                   Siemens AG,,,,0,ZA,,,4927,1,45578,10,Purchased Part,EN,,
ERSA002486,Festo,150855 REEDKONTAKT                                                                                  ,Sensor,,Chicago,0020-EF50|0020-PF90,0012L02013,,,,,,,0020-PL15|0020-EF50,VB,C875,,FX,1,,,5,1,PC, 150855 REEDKONTAKT                                                                                   Festo,,,,0,ZA,,,1627,2,36598,1,Purchased Part,EN,,
ERSA002487,Siemens AG,1PH7133-2JF30-0BA0                                                                                  ,,three-phase motor,Cape Town,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,C875,,FX,1,,,3,1,PC,three-phase motor 1PH7133-2JF30-0BA0                                                                                   Siemens AG,,,,1583.89,ZA,,,1409,3,12678,1,Purchased Part,EN,,
ERSA002488,Festo,VUVG-L14-B52-T-G18-1R8L                                                                             ,magnetic valve,directional valves,Tokyo,0020-EF50,0012L01014,,,,,,,0020-PL15,VB,C875,,FX,1,,,0,1,PC,directional valves VUVG-L14-B52-T-G18-1R8L                                                                              Festo,,,,0,ZA,,,1398,1,12576,1,Purchased Part,EN,,
ERSA002489,Festo,GRLA-1/8-QS-8-RS-B                                                                                  ,Thrush check valve,Throttle check valves,Buenoes Aires,0020-PF90,0012L01014,,,,,,,0020-EF50,VB,C875,,HB,2,,,0,1,PC,Throttle check valves GRLA-1/8-QS-8-RS-B                                                                                   Festo,,,,92.75,ZA,,,4159,2,257968,2,Purchased Part,EN,,
ERSA002490,Festo,9999,Interruttore manuale H22S,,Cape Town,0020-PL15|0020-EF50|0020-PF90,0012L02028,,,,,,,0020-PF90,VB,C875,,HB,1,,,3,1,PC, 9999 Festo,,,,0,ZA,,,3566,3,12546,8,Purchased Part,EN,,
